-2.05E-06,5.60000008e-02
-2.05E-06,1.24000002e-01
-2.05E-06,-1.56E-01
-2.05E-06,1.40000002e-01
-2.05E-06,-1.28E-01
-2.05E-06,5.60000008e-02
-2.05E-06,1.16000002e-01
-2.05E-06,-1.64E-01
-2.05E-06,1.60000002e-01
-2.05E-06,-1.20E-01
-2.05E-06,6.00000009e-02
-2.05E-06,1.08000002e-01
-2.05E-06,-1.68E-01
-2.05E-06,1.56000002e-01
-2.05E-06,-1.28E-01
-2.04E-06,4.80000007e-02
-2.04E-06,1.08000002e-01
-2.04E-06,-1.80E-01
-2.04E-06,-1.28E-01
-2.04E-06,1.12000002e-01
-2.04E-06,1.44000002e-01
-2.04E-06,1.32000002e-01
-2.04E-06,1.40000002e-01
-2.04E-06,1.48000002e-01
-2.04E-06,1.40000002e-01
-2.04E-06,-4.00E-02
-2.04E-06,-1.00E-01
-2.04E-06,1.68000003e-01
-2.04E-06,-1.52E-01
-2.04E-06,1.32000002e-01
-2.04E-06,-4.00E-02
-2.04E-06,-1.00E-01
-2.04E-06,1.64000002e-01
-2.04E-06,-1.52E-01
-2.04E-06,1.40000002e-01
-2.04E-06,-4.80E-02
-2.04E-06,-1.04E-01
-2.04E-06,1.76000003e-01
-2.04E-06,-1.48E-01
-2.04E-06,1.28000002e-01
-2.04E-06,-3.20E-02
-2.04E-06,-9.60E-02
-2.04E-06,1.72000003e-01
-2.04E-06,1.44000002e-01
-2.04E-06,-1.12E-01
-2.04E-06,-1.48E-01
-2.03E-06,-1.40E-01
-2.03E-06,-1.40E-01
-2.03E-06,-1.40E-01
-2.03E-06,-1.44E-01
-2.03E-06,5.60000008e-02
-2.03E-06,1.08000002e-01
-2.03E-06,-1.64E-01
-2.03E-06,1.40000002e-01
-2.03E-06,-1.28E-01
-2.03E-06,4.80000007e-02
-2.03E-06,1.08000002e-01
-2.03E-06,-1.68E-01
-2.03E-06,1.60000002e-01
-2.03E-06,-1.28E-01
-2.03E-06,4.80000007e-02
-2.03E-06,1.08000002e-01
-2.03E-06,-1.72E-01
